client,dayofweek,temperature,menu,service_type,food_class,spicy,food_temperature_level,quantity,basic_quantity
스탠다드치과,3,27,얼큰장터국밥,케이터링-레귤러,한식,0.8,2,15,30
스탠다드치과,4,29,서울식불고기,케이터링-레귤러,한식,0.3,1,20,30
스탠다드치과,3,28,제육볶음,케이터링-레귤러,한식,0.6,1,15,30
스탠다드치과,4,27,동파육,케이터링-레귤러,중식,0.3,1,25,30
스탠다드치과,0,24,미소닭구이,케이터링-레귤러,한식,0.5,1,17,30
스탠다드치과,1,25,김치제육볶음,케이터링-레귤러,한식,0.5,1,19,30
스탠다드치과,2,22,오삼불고기,케이터링-레귤러,한식,0.6,1,19,30
스탠다드치과,3,26,양념치킨,케이터링-레귤러,한식,0.2,1,17,30
스탠다드치과,4,28,소고기숙주볶음,케이터링-레귤러,한식,0.1,1,23,30
스탠다드치과,1,27,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,17,30
스탠다드치과,2,21,간장오리훈제주물럭,케이터링-레귤러,한식,0.3,1,26,30
스탠다드치과,3,22,시골된장찌개,케이터링-레귤러,한식,0.2,2,17,30
스탠다드치과,4,21,부추닭도리탕,케이터링-레귤러,한식,0.7,2,22,30
스탠다드치과,1,21,버섯소불고기,케이터링-레귤러,한식,0.3,1,17,30
스탠다드치과,2,25,된장들깨돼지고기볶음,케이터링-레귤러,한식,0.3,1,18,30
스탠다드치과,3,25,블랙알리오닭튀김,케이터링-레귤러,한식,0.2,1,17,30
스탠다드치과,4,22,돼지고기생강구이,케이터링-레귤러,한식,0,1,22,30
스탠다드치과,0,15,마늘쫑돼지고기볶음,케이터링-레귤러,한식,0.5,1,17,30
스탠다드치과,1,15,궁보계정,케이터링-레귤러,중식,0.4,1,18,30
스탠다드치과,2,15,고추장오겹두루치기,케이터링-레귤러,한식,0.6,1,18,30
스탠다드치과,3,15,갈비탕,케이터링-레귤러,한식,0.3,2,17,30
스탠다드치과,4,17,유린기,케이터링-레귤러,중식,0.4,1,21,30
스탠다드치과,0,18,안동찜닭,케이터링-레귤러,한식,0.8,2,18,30
스탠다드치과,1,19,동파육,케이터링-레귤러,중식,0.3,1,19,30
스탠다드치과,2,18,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,21,30
스탠다드치과,3,19,김치닭도리탕,케이터링-레귤러,한식,0.6,2,18,30
스탠다드치과,4,21,매운돼지갈비찜,케이터링-레귤러,한식,0.9,2,26,30
스탠다드치과,0,17,알싸한마늘치킨,케이터링-레귤러,한식,0.3,1,18,30
스탠다드치과,1,16,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,19,30
스탠다드치과,2,17,매콤숯불닭갈비,케이터링-레귤러,한식,0.8,1,18,30
스탠다드치과,3,16,간장제육볶음,케이터링-레귤러,한식,0.3,1,17,30
스탠다드치과,4,20,일본식소고기볶음,케이터링-레귤러,일식,0.1,1,23,30
스탠다드치과,0,8,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,19,30
스탠다드치과,1,7,고추마요닭튀김,케이터링-레귤러,한식,0.6,1,19,30
스탠다드치과,2,7,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,18,30
스탠다드치과,3,11,분짜,케이터링-레귤러,아시안,0.1,0,17,30
스탠다드치과,4,9,고추장소불고기,케이터링-레귤러,한식,0.6,1,24,30
스탠다드치과,0,16,부추닭도리탕,케이터링-레귤러,한식,0.7,2,19,30
스탠다드치과,1,14,김치오겹두루치기,케이터링-레귤러,한식,0.5,1,17,30
스탠다드치과,2,13,들깨돈불고기,케이터링-레귤러,한식,0.7,1,20,30
스탠다드치과,4,18,서울식불고기,케이터링-레귤러,한식,0.3,1,22,30
스탠다드치과,0,5,미나리돈두루치기,케이터링-레귤러,한식,0,1,20,30
스탠다드치과,1,3,간장마늘치킨,케이터링-레귤러,한식,0.3,1,19,30
스탠다드치과,2,9,매콤소고기숙주볶음,케이터링-레귤러,한식,0.8,1,20,30
스탠다드치과,3,11,소고기우거지해장국,케이터링-레귤러,한식,0.6,2,19,30
스탠다드치과,4,8,시래기등갈비찜,케이터링-레귤러,한식,0.4,2,23,30
스탠다드치과,0,13,삼겹살케일볶음,케이터링-레귤러,한식,0.3,1,19,30
스탠다드치과,1,10,깐풍기,케이터링-레귤러,한식,0.5,1,20,30
스탠다드치과,2,2,김치제육볶음,케이터링-레귤러,한식,0.5,1,20,30
스탠다드치과,3,7,순살간장찜닭,케이터링-레귤러,한식,0.8,2,21,30
스탠다드치과,4,4,언양식바싹불고기,케이터링-레귤러,한식,0.1,1,22,30
스탠다드치과,0,11,고추장들깨돼지고기볶음,케이터링-레귤러,한식,0.5,1,21,30
스탠다드치과,1,12,유린기,케이터링-레귤러,중식,0.4,1,22,30
스탠다드치과,2,12,마늘쫑오겹살볶음,케이터링-레귤러,한식,0.5,1,21,30
스탠다드치과,3,11,매콤치즈닭갈비,케이터링-레귤러,한식,0.8,1,19,30
스탠다드치과,4,9,돼지고기생강구이,케이터링-레귤러,한식,0,1,26,30
스탠다드치과,0,2,안동찜닭,케이터링-레귤러,한식,0.8,2,20,30
스탠다드치과,1,8,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,20,30
스탠다드치과,2,11,알싸한마늘치킨,케이터링-레귤러,한식,0.3,1,20,30
스탠다드치과,3,10,시골된장찌개,케이터링-레귤러,한식,0.2,2,18,30
스탠다드치과,4,-2,소고기산적구이,케이터링-레귤러,한식,0.1,1,26,30
스탠다드치과,0,11,들깨돼지볶음,케이터링-레귤러,한식,0.7,1,19,30
스탠다드치과,1,9,매콤숯불닭갈비,케이터링-레귤러,한식,0.8,1,19,30
스탠다드치과,2,8,블랙알리오닭튀김,케이터링-레귤러,한식,0.2,1,24,30
스탠다드치과,3,8,간장오리훈제주물럭,케이터링-레귤러,한식,0.3,1,18,30
스탠다드치과,4,2,허브버터로스트치킨,케이터링-레귤러,양식,0.2,1,24,30
스탠다드치과,0,-4,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,21,30
스탠다드치과,2,7,고추장소불고기,케이터링-레귤러,한식,0.6,1,29,30
스탠다드치과,3,-1,고추마요치킨,케이터링-레귤러,한식,0.6,1,16,30
스탠다드치과,4,-3,서울식불고기,케이터링-레귤러,한식,0.3,1,25,30
알파투쎄븐쓰리,0,34,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,15,20
알파투쎄븐쓰리,1,32,닭개장,케이터링-레귤러,한식,0.8,2,15,20
알파투쎄븐쓰리,2,32,언양식바싹불고기,케이터링-레귤러,한식,0.1,1,15,20
알파투쎄븐쓰리,3,31,삼겹살케일볶음,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,4,31,춘천식닭갈비,케이터링-레귤러,한식,0.5,1,15,20
알파투쎄븐쓰리,0,30,춘천식 닭갈비,케이터링-레귤러,한식,0.5,1,15,20
알파투쎄븐쓰리,1,30,고추장들깨돼지고기볶음,케이터링-레귤러,한식,0.5,1,15,20
알파투쎄븐쓰리,2,29,깐풍기,케이터링-레귤러,한식,0.5,1,15,20
알파투쎄븐쓰리,3,27,얼큰장터국밥,케이터링-레귤러,한식,0.8,2,15,20
알파투쎄븐쓰리,4,29,서울식불고기,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,3,28,제육볶음,케이터링-레귤러,한식,0.6,1,15,20
알파투쎄븐쓰리,4,27,동파육,케이터링-레귤러,중식,0.3,1,15,20
알파투쎄븐쓰리,0,24,미소닭구이,케이터링-레귤러,한식,0.5,1,15,20
알파투쎄븐쓰리,1,25,김치제육볶음,케이터링-레귤러,한식,0.5,1,15,20
알파투쎄븐쓰리,2,22,오삼불고기,케이터링-레귤러,한식,0.6,1,15,20
알파투쎄븐쓰리,3,26,양념치킨,케이터링-레귤러,한식,0.2,1,15,20
알파투쎄븐쓰리,4,28,소고기숙주볶음,케이터링-레귤러,한식,0.1,1,15,20
알파투쎄븐쓰리,1,27,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,15,20
알파투쎄븐쓰리,2,21,간장오리훈제주물럭,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,3,22,시골된장찌개,케이터링-레귤러,한식,0.2,2,15,20
알파투쎄븐쓰리,4,21,부추닭도리탕,케이터링-레귤러,한식,0.7,2,15,20
알파투쎄븐쓰리,1,21,버섯소불고기,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,2,25,된장들깨돼지고기볶음,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,3,25,블랙알리오닭튀김,케이터링-레귤러,한식,0.2,1,15,20
알파투쎄븐쓰리,4,22,돼지고기생강구이,케이터링-레귤러,한식,0,1,15,20
알파투쎄븐쓰리,0,15,마늘쫑돼지고기볶음,케이터링-레귤러,한식,0.5,1,15,20
알파투쎄븐쓰리,1,15,궁보계정,케이터링-레귤러,중식,0.4,1,15,20
알파투쎄븐쓰리,2,15,고추장오겹두루치기,케이터링-레귤러,한식,0.6,1,15,20
알파투쎄븐쓰리,3,15,갈비탕,케이터링-레귤러,한식,0.3,2,15,20
알파투쎄븐쓰리,4,17,유린기,케이터링-레귤러,중식,0.4,1,15,20
알파투쎄븐쓰리,0,18,안동찜닭,케이터링-레귤러,한식,0.8,2,15,20
알파투쎄븐쓰리,1,19,동파육,케이터링-레귤러,중식,0.3,1,15,20
알파투쎄븐쓰리,2,18,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,15,20
알파투쎄븐쓰리,3,19,김치닭도리탕,케이터링-레귤러,한식,0.6,2,15,20
알파투쎄븐쓰리,4,21,매운돼지갈비찜,케이터링-레귤러,한식,0.9,2,15,20
알파투쎄븐쓰리,0,17,알싸한마늘치킨,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,1,16,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,15,20
알파투쎄븐쓰리,2,17,매콤숯불닭갈비,케이터링-레귤러,한식,0.8,1,15,20
알파투쎄븐쓰리,3,16,간장제육볶음,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,4,20,일본식소고기볶음,케이터링-레귤러,일식,0.1,1,15,20
알파투쎄븐쓰리,0,8,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,15,20
알파투쎄븐쓰리,1,7,고추마요닭튀김,케이터링-레귤러,한식,0.6,1,15,20
알파투쎄븐쓰리,2,7,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,15,20
알파투쎄븐쓰리,3,11,분짜,케이터링-레귤러,아시안,0.1,0,15,20
알파투쎄븐쓰리,4,9,고추장소불고기,케이터링-레귤러,한식,0.6,1,15,20
알파투쎄븐쓰리,0,16,부추닭도리탕,케이터링-레귤러,한식,0.7,2,15,20
알파투쎄븐쓰리,1,14,김치오겹두루치기,케이터링-레귤러,한식,0.5,1,15,20
알파투쎄븐쓰리,2,13,들깨돈불고기,케이터링-레귤러,한식,0.7,1,15,20
알파투쎄븐쓰리,4,18,서울식불고기,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,0,5,미나리돈두루치기,케이터링-레귤러,한식,0,1,17,20
알파투쎄븐쓰리,1,3,간장마늘치킨,케이터링-레귤러,한식,0.3,1,17,20
알파투쎄븐쓰리,2,9,매콤소고기숙주볶음,케이터링-레귤러,한식,0.8,1,17,20
알파투쎄븐쓰리,3,11,소고기우거지해장국,케이터링-레귤러,한식,0.6,2,17,20
알파투쎄븐쓰리,4,8,시래기등갈비찜,케이터링-레귤러,한식,0.4,2,17,20
알파투쎄븐쓰리,0,13,삼겹살케일볶음,케이터링-레귤러,한식,0.3,1,17,20
알파투쎄븐쓰리,1,10,깐풍기,케이터링-레귤러,한식,0.5,1,17,20
알파투쎄븐쓰리,2,2,김치제육볶음,케이터링-레귤러,한식,0.5,1,17,20
알파투쎄븐쓰리,3,7,순살간장찜닭,케이터링-레귤러,한식,0.8,2,17,20
알파투쎄븐쓰리,4,4,언양식바싹불고기,케이터링-레귤러,한식,0.1,1,17,20
알파투쎄븐쓰리,0,11,고추장들깨돼지고기볶음,케이터링-레귤러,한식,0.5,1,17,20
알파투쎄븐쓰리,1,12,유린기,케이터링-레귤러,중식,0.4,1,17,20
알파투쎄븐쓰리,2,12,마늘쫑오겹살볶음,케이터링-레귤러,한식,0.5,1,17,20
알파투쎄븐쓰리,3,11,매콤치즈닭갈비,케이터링-레귤러,한식,0.8,1,17,20
알파투쎄븐쓰리,4,9,돼지고기생강구이,케이터링-레귤러,한식,0,1,17,20
알파투쎄븐쓰리,0,2,안동찜닭,케이터링-레귤러,한식,0.8,2,17,20
알파투쎄븐쓰리,1,8,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,17,20
알파투쎄븐쓰리,2,11,알싸한마늘치킨,케이터링-레귤러,한식,0.3,1,17,20
알파투쎄븐쓰리,3,10,시골된장찌개,케이터링-레귤러,한식,0.2,2,17,20
알파투쎄븐쓰리,4,-2,소고기산적구이,케이터링-레귤러,한식,0.1,1,17,20
알파투쎄븐쓰리,0,11,들깨돼지볶음,케이터링-레귤러,한식,0.7,1,15,20
알파투쎄븐쓰리,1,9,매콤숯불닭갈비,케이터링-레귤러,한식,0.8,1,15,20
알파투쎄븐쓰리,2,8,블랙알리오닭튀김,케이터링-레귤러,한식,0.2,1,15,20
알파투쎄븐쓰리,3,8,간장오리훈제주물럭,케이터링-레귤러,한식,0.3,1,15,20
알파투쎄븐쓰리,4,2,허브버터로스트치킨,케이터링-레귤러,양식,0.2,1,15,20
알파투쎄븐쓰리,0,-4,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,15,20
알파투쎄븐쓰리,1,0,부추닭도리탕,케이터링-레귤러,한식,0.7,2,15,20
알파투쎄븐쓰리,2,7,고추장소불고기,케이터링-레귤러,한식,0.6,1,15,20
알파투쎄븐쓰리,3,-1,고추마요치킨,케이터링-레귤러,한식,0.6,1,15,20
엔라이즈,2,21,간장오리훈제주물럭,케이터링-레귤러,한식,0.3,1,35,40
엔라이즈,3,22,시골된장찌개,케이터링-레귤러,한식,0.2,2,35,40
엔라이즈,4,21,부추닭도리탕,케이터링-레귤러,한식,0.7,2,35,40
엔라이즈,1,21,버섯소불고기,케이터링-레귤러,한식,0.3,1,35,40
엔라이즈,2,25,된장들깨돼지고기볶음,케이터링-레귤러,한식,0.3,1,35,40
엔라이즈,3,25,블랙알리오닭튀김,케이터링-레귤러,한식,0.2,1,35,40
엔라이즈,4,22,돼지고기생강구이,케이터링-레귤러,한식,0,1,35,40
엔라이즈,0,15,마늘쫑돼지고기볶음,케이터링-레귤러,한식,0.5,1,35,40
엔라이즈,1,15,궁보계정,케이터링-레귤러,중식,0.4,1,35,40
엔라이즈,2,15,고추장오겹두루치기,케이터링-레귤러,한식,0.6,1,35,40
엔라이즈,3,15,갈비탕,케이터링-레귤러,한식,0.3,2,35,40
엔라이즈,4,17,유린기,케이터링-레귤러,중식,0.4,1,35,40
엔라이즈,0,18,안동찜닭,케이터링-레귤러,한식,0.8,2,35,40
엔라이즈,1,19,동파육,케이터링-레귤러,중식,0.3,1,35,40
엔라이즈,2,18,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,35,40
엔라이즈,3,19,김치닭도리탕,케이터링-레귤러,한식,0.6,2,35,40
엔라이즈,4,21,매운돼지갈비찜,케이터링-레귤러,한식,0.9,2,35,40
엔라이즈,0,17,알싸한마늘치킨,케이터링-레귤러,한식,0.3,1,35,40
엔라이즈,1,16,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,35,40
엔라이즈,2,17,매콤숯불닭갈비,케이터링-레귤러,한식,0.8,1,35,40
엔라이즈,3,16,간장제육볶음,케이터링-레귤러,한식,0.3,1,35,40
엔라이즈,4,20,일본식소고기볶음,케이터링-레귤러,일식,0.1,1,35,40
엔라이즈,0,8,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,35,40
엔라이즈,1,7,고추마요닭튀김,케이터링-레귤러,한식,0.6,1,35,40
엔라이즈,2,7,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,35,40
엔라이즈,3,11,분짜,케이터링-레귤러,아시안,0.1,0,35,40
엔라이즈,4,9,고추장소불고기,케이터링-레귤러,한식,0.6,1,35,40
엔라이즈,0,16,부추닭도리탕,케이터링-레귤러,한식,0.7,2,35,40
엔라이즈,1,14,김치오겹두루치기,케이터링-레귤러,한식,0.5,1,35,40
엔라이즈,2,13,들깨돈불고기,케이터링-레귤러,한식,0.7,1,35,40
엔라이즈,4,18,서울식불고기,케이터링-레귤러,한식,0.3,1,40,40
엔라이즈,0,5,미나리돈두루치기,케이터링-레귤러,한식,0,1,40,40
엔라이즈,1,3,간장마늘치킨,케이터링-레귤러,한식,0.3,1,40,40
엔라이즈,2,9,매콤소고기숙주볶음,케이터링-레귤러,한식,0.8,1,40,40
엔라이즈,3,11,소고기우거지해장국,케이터링-레귤러,한식,0.6,2,40,40
엔라이즈,4,8,시래기등갈비찜,케이터링-레귤러,한식,0.4,2,40,40
엔라이즈,0,13,삼겹살케일볶음,케이터링-레귤러,한식,0.3,1,40,40
엔라이즈,1,10,깐풍기,케이터링-레귤러,한식,0.5,1,40,40
엔라이즈,2,2,김치제육볶음,케이터링-레귤러,한식,0.5,1,40,40
엔라이즈,3,7,순살간장찜닭,케이터링-레귤러,한식,0.8,2,40,40
엔라이즈,4,4,언양식바싹불고기,케이터링-레귤러,한식,0.1,1,40,40
엔라이즈,0,11,고추장들깨돼지고기볶음,케이터링-레귤러,한식,0.5,1,40,40
엔라이즈,1,12,유린기,케이터링-레귤러,중식,0.4,1,40,40
엔라이즈,2,12,마늘쫑오겹살볶음,케이터링-레귤러,한식,0.5,1,40,40
엔라이즈,3,11,매콤치즈닭갈비,케이터링-레귤러,한식,0.8,1,40,40
엔라이즈,4,9,돼지고기생강구이,케이터링-레귤러,한식,0,1,40,40
엔라이즈,0,2,안동찜닭,케이터링-레귤러,한식,0.8,2,40,40
엔라이즈,1,8,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,40,40
엔라이즈,2,11,알싸한마늘치킨,케이터링-레귤러,한식,0.3,1,40,40
엔라이즈,3,10,시골된장찌개,케이터링-레귤러,한식,0.2,2,40,40
엔라이즈,4,-2,소고기산적구이,케이터링-레귤러,한식,0.1,1,40,40
엔라이즈,0,11,들깨돼지볶음,케이터링-레귤러,한식,0.7,1,40,40
엔라이즈,1,9,매콤숯불닭갈비,케이터링-레귤러,한식,0.8,1,40,40
엔라이즈,2,8,블랙알리오닭튀김,케이터링-레귤러,한식,0.2,1,40,40
엔라이즈,3,8,간장오리훈제주물럭,케이터링-레귤러,한식,0.3,1,40,40
엔라이즈,4,2,허브버터로스트치킨,케이터링-레귤러,양식,0.2,1,40,40
엔라이즈,0,-4,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,40,40
엔라이즈,1,0,부추닭도리탕,케이터링-레귤러,한식,0.7,2,40,40
엔라이즈,2,7,고추장소불고기,케이터링-레귤러,한식,0.6,1,40,40
위시켓,0,24,갈비치킨백반,케이터링-레귤러,한식,0.8,1,120,130
위시켓,1,25,그릴드 목살 스테이크,케이터링-레귤러,양식,0.1,1,125,130
위시켓,2,30,마늘보쌈,케이터링-레귤러,한식,0,1,110,130
위시켓,3,23,수제 떡갈비,케이터링-레귤러,한식,0.1,1,120,130
위시켓,4,23,일본식 차슈 덮밥,케이터링-레귤러,일식,0.1,1,120,130
위시켓,0,25,베트남돼지구이백반,케이터링-레귤러,아시안,0.3,1,115,130
위시켓,1,27,육회비빔밥백반,케이터링-레귤러,한식,0.5,1,115,130
위시켓,2,32,쭈꾸미 삼겹구이,케이터링-레귤러,한식,0.4,1,115,130
위시켓,3,29,핫치킨 고로케,케이터링-레귤러,한식,0.5,1,115,130
위시켓,4,25,부채살스테이크백반,케이터링-레귤러,양식,0,1,115,130
위시켓,0,29,돼지불백백반,케이터링-레귤러,한식,0.6,1,115,130
위시켓,1,26,매운닭찜 & LA갈비,케이터링-레귤러,한식,0.9,2,115,130
위시켓,2,30,아마트리치아나 파스타,케이터링-레귤러,양식,0.7,1,115,130
위시켓,3,25,마파두부,케이터링-레귤러,한식,0.6,2,115,130
위시켓,4,22,간장닭볶음탕백반,케이터링-레귤러,한식,0.3,1,115,130
위시켓,0,29,닭강정백반,케이터링-레귤러,한식,0,1,115,130
위시켓,1,28,고추장제육백반,케이터링-레귤러,한식,0.6,1,115,130
위시켓,2,28,매콤소불고기백반,케이터링-레귤러,한식,0.8,1,115,130
위시켓,3,28,수제 떡갈비,케이터링-레귤러,한식,0.1,1,115,130
위시켓,4,28,태국식삼겹볶음백반,케이터링-레귤러,아시안,0.4,1,115,130
카이특허사무소,0,36,버섯떡갈비,케이터링-레귤러,한식,0.1,1,18,30
카이특허사무소,1,35,고추장오겹두루치기,케이터링-레귤러,한식,0.6,1,18,30
카이특허사무소,2,35,오븐닭구이,케이터링-레귤러,한식,0.6,1,18,30
카이특허사무소,3,34,매운돼지갈비찜,케이터링-레귤러,한식,0.9,2,18,30
카이특허사무소,4,35,소고기데리야끼볶음,케이터링-레귤러,일식,0.3,1,18,30
카이특허사무소,0,29,된장제육볶음,케이터링-레귤러,한식,0.3,1,28,30
카이특허사무소,1,33,고추장소고기볶음,케이터링-레귤러,한식,0.6,1,28,30
카이특허사무소,2,33,데리야끼치킨윙조림,케이터링-레귤러,한식,0.3,1,28,30
카이특허사무소,3,34,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,28,30
카이특허사무소,4,32,시골된장찌개,케이터링-레귤러,한식,0.2,2,28,30
카이특허사무소,0,34,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,28,30
카이특허사무소,1,32,닭개장,케이터링-레귤러,한식,0.8,2,28,30
카이특허사무소,2,32,언양식바싹불고기,케이터링-레귤러,한식,0.1,1,28,30
카이특허사무소,3,31,삼겹살케일볶음,케이터링-레귤러,한식,0.3,1,28,30
카이특허사무소,0,26,중화돼지고기볶음,케이터링-레귤러,중식,0.6,1,20,30
카이특허사무소,1,23,고추마요닭튀김,케이터링-레귤러,한식,0.6,1,25,30
카이특허사무소,2,28,훈제오리두루치기,케이터링-레귤러,한식,0.6,1,25,30
카이특허사무소,3,29,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,20,30
카이특허사무소,0,30,춘천식 닭갈비,케이터링-레귤러,한식,0.5,1,28,30
카이특허사무소,1,30,고추장들깨돼지고기볶음,케이터링-레귤러,한식,0.5,1,28,30
카이특허사무소,2,29,깐풍기,케이터링-레귤러,한식,0.5,1,28,30
카이특허사무소,3,27,얼큰장터국밥,케이터링-레귤러,한식,0.8,2,31,30
카이특허사무소,4,29,서울식불고기,케이터링-레귤러,한식,0.3,1,25,30
카이특허사무소,3,28,제육볶음,케이터링-레귤러,한식,0.6,1,28,30
카이특허사무소,4,27,동파육,케이터링-레귤러,중식,0.3,1,28,30
카이특허사무소,0,24,미소닭구이,케이터링-레귤러,한식,0.5,1,28,30
카이특허사무소,1,25,김치제육볶음,케이터링-레귤러,한식,0.5,1,28,30
카이특허사무소,2,22,오삼불고기,케이터링-레귤러,한식,0.6,1,28,30
카이특허사무소,3,26,양념치킨,케이터링-레귤러,한식,0.2,1,28,30
카이특허사무소,4,28,소고기숙주볶음,케이터링-레귤러,한식,0.1,1,28,30
카이특허사무소,1,27,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,23,30
카이특허사무소,2,21,간장오리훈제주물럭,케이터링-레귤러,한식,0.3,1,23,30
카이특허사무소,3,22,시골된장찌개,케이터링-레귤러,한식,0.2,2,20,30
카이특허사무소,1,21,버섯소불고기,케이터링-레귤러,한식,0.3,1,30,30
카이특허사무소,2,25,된장들깨돼지고기볶음,케이터링-레귤러,한식,0.3,1,30,30
카이특허사무소,3,25,블랙알리오닭튀김,케이터링-레귤러,한식,0.2,1,25,30
카이특허사무소,4,22,돼지고기생강구이,케이터링-레귤러,한식,0,1,25,30
카이특허사무소,0,15,마늘쫑돼지고기볶음,케이터링-레귤러,한식,0.5,1,28,30
카이특허사무소,1,15,궁보계정,케이터링-레귤러,중식,0.4,1,28,30
카이특허사무소,2,15,고추장오겹두루치기,케이터링-레귤러,한식,0.6,1,29,30
카이특허사무소,3,15,갈비탕,케이터링-레귤러,한식,0.3,2,27,30
카이특허사무소,0,18,안동찜닭,케이터링-레귤러,한식,0.8,2,24,30
카이특허사무소,1,19,동파육,케이터링-레귤러,중식,0.3,1,27,30
카이특허사무소,2,18,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,27,30
카이특허사무소,3,19,김치닭도리탕,케이터링-레귤러,한식,0.6,2,27,30
카이특허사무소,4,21,매운돼지갈비찜,케이터링-레귤러,한식,0.9,2,25,30
카이특허사무소,0,17,알싸한마늘치킨,케이터링-레귤러,한식,0.3,1,25,30
카이특허사무소,1,16,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,26,30
카이특허사무소,2,17,매콤숯불닭갈비,케이터링-레귤러,한식,0.8,1,26,30
카이특허사무소,3,16,간장제육볶음,케이터링-레귤러,한식,0.3,1,25,30
카이특허사무소,4,20,일본식소고기볶음,케이터링-레귤러,일식,0.1,1,23,30
카이특허사무소,0,8,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,24,30
카이특허사무소,1,7,고추마요닭튀김,케이터링-레귤러,한식,0.6,1,28,30
카이특허사무소,2,7,돼지고기김치찜,케이터링-레귤러,한식,0.5,2,27,30
카이특허사무소,3,11,분짜,케이터링-레귤러,아시안,0.1,0,26,30
쿼터백,0,24,미소닭구이,케이터링-레귤러,한식,0.5,1,21,25
쿼터백,1,25,김치제육볶음,케이터링-레귤러,한식,0.5,1,22,25
쿼터백,2,22,오삼불고기,케이터링-레귤러,한식,0.6,1,21,25
쿼터백,3,26,양념치킨,케이터링-레귤러,한식,0.2,1,21,25
쿼터백,4,28,소고기숙주볶음,케이터링-레귤러,한식,0.1,1,20,25
쿼터백,1,27,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,19,25
쿼터백,2,21,간장오리훈제주물럭,케이터링-레귤러,한식,0.3,1,17,25
쿼터백,3,22,시골된장찌개,케이터링-레귤러,한식,0.2,2,18,25
쿼터백,4,21,부추닭도리탕,케이터링-레귤러,한식,0.7,2,19,25
쿼터백,1,21,버섯소불고기,케이터링-레귤러,한식,0.3,1,15,25
쿼터백,2,25,된장들깨돼지고기볶음,케이터링-레귤러,한식,0.3,1,17,25
쿼터백,3,25,블랙알리오닭튀김,케이터링-레귤러,한식,0.2,1,16,25
쿼터백,4,22,돼지고기생강구이,케이터링-레귤러,한식,0,1,16,25
쿼터백,0,15,마늘쫑돼지고기볶음,케이터링-레귤러,한식,0.5,1,17,25
쿼터백,1,15,궁보계정,케이터링-레귤러,중식,0.4,1,18,25
쿼터백,2,15,고추장오겹두루치기,케이터링-레귤러,한식,0.6,1,17,25
쿼터백,3,15,갈비탕,케이터링-레귤러,한식,0.3,2,20,25
쿼터백,4,17,유린기,케이터링-레귤러,중식,0.4,1,19,25
쿼터백,0,18,안동찜닭,케이터링-레귤러,한식,0.8,2,18,25
쿼터백,1,19,동파육,케이터링-레귤러,중식,0.3,1,19,25
쿼터백,2,18,오리훈제주물럭,케이터링-레귤러,한식,0.6,1,17,25
쿼터백,3,19,김치닭도리탕,케이터링-레귤러,한식,0.6,2,19,25
쿼터백,4,21,매운돼지갈비찜,케이터링-레귤러,한식,0.9,2,19,25
쿼터백,0,17,알싸한마늘치킨,케이터링-레귤러,한식,0.3,1,19,25
쿼터백,1,16,영양돼지갈비찜,케이터링-레귤러,한식,0.8,2,19,25
쿼터백,2,17,매콤숯불닭갈비,케이터링-레귤러,한식,0.8,1,22,25
쿼터백,3,16,간장제육볶음,케이터링-레귤러,한식,0.3,1,19,25
